student_id,life_direction_meaning,college_work_resilience,campus_seen_supported,emotionally_steady,hopeful_future,clear_values,life_depth_moments,cheerful_spirits,college_growth,academic_wellbeing,biggest_challenge,biggest_challenge_other_text,school_time_energy,faculty_staff_support,people_to_turn_to,know_support_resources,focus_place,enough_sleep,parent_caregiver_support,enjoyable_company,feels_alone,phone_social_media_interference,physical_activity,alcohol_cannabis_social_coping,money_stress,study_hours_outside_class,life_priority,life_priority_other_text,age_group,college_stage,gender,gender_other_text,race_ethnicity,race_ethnicity_other_text,parent_four_year_college,college_goal,college_goal_other_text,major_field,major_field_other_text,major_confidence,spring_credits,class_modality,paid_work_hours,life_direction_meaning_score,college_work_resilience_score,campus_seen_supported_score,emotionally_steady_score,hopeful_future_score,clear_values_score,life_depth_moments_score,cheerful_spirits_score,college_growth_score,academic_wellbeing_score,school_time_energy_score,faculty_staff_support_score,people_to_turn_to_score,know_support_resources_score,focus_place_score,enough_sleep_score,parent_caregiver_support_score,enjoyable_company_score,feels_alone_score,phone_social_media_interference_score,physical_activity_score,alcohol_cannabis_social_coping_score,money_stress_score,study_hours_outside_class_score,major_confidence_score,spring_credits_score,paid_work_hours_score,wellbeing_index,school_support_index
186,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Strongly agree,Agree,Mental health/emotional stress,,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Agree,Sometimes,Sometimes,Often,Rarely,Never,Slight,<5 hours,Figuring out my future,,18-19,First year,Woman,,Middle Eastern/North African,,Yes,Transfer,,Social sciences,,Unsure,12-14 credits,All/mostly in-person,0 hours,3,4,3,2,3,2,4,3,5,4,3,3,4,4,4,2,4,2,2,3,1,0,1,1,3,4,0,3.3,3.43
187,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Agree,Agree,Motivation/discipline,,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Sometimes,Very often,Sometimes,Sometimes,Never,Extreme,5-10 hours,Friendships or relationships,,18-19,First year,Other,Genderfluid,White,,Yes,Transfer,,STEM,,Very confident,15+ credits,All/mostly in-person,1-9 hours,4,3,4,2,2,5,3,1,4,4,4,5,4,4,2,2,4,2,4,2,2,0,4,2,5,5,1,3.2,3.57
188,Disagree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Disagree,Neither agree nor disagree,Motivation/discipline,,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not applicable,Rarely,Often,Rarely,Sometimes,Never,Moderate,<5 hours,Figuring out my future,,20-21,Prefer not to say,Man,,Multiracial,,No,Transfer,,Business,,Not confident at all,12-14 credits,All/mostly in-person,0 hours,2,4,3,5,3,4,4,5,2,3,5,3,5,5,5,5,,1,3,1,2,0,2,1,1,4,0,3.5,4.67
189,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Teaching style/quality,,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,Sometimes,Sometimes,Very often,Rarely,Sometimes,Not at all,11-19 hours,Doing well in school,,18-19,Second year,Man,,Southeast Asian,,No,Associate degree,,Health professions,,Unsure,12-14 credits,More in-person,0 hours,4,2,4,3,3,4,4,3,4,4,3,5,3,4,4,2,3,2,2,4,1,2,0,3,3,4,0,3.5,3.43
190,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Nothing holding me back,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Very often,Sometimes,Often,Often,Never,Very,20+ hours,Figuring out my future,,22-25,Third year or beyond,Woman,,East Asian,,Yes,Other,Transitioning to graduate school,Health professions,,Very confident,12-14 credits,All/mostly in-person,20-29 hours,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,3,5,4,2,3,3,0,3,4,5,4,3,4.8,4.71
191,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,,Strongly agree,Strongly agree,Strongly agree,Work responsibilities,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Very often,Never,Sometimes,Very often,Never,Slight,<5 hours,Doing well in school,,18-19,Second year,Woman,,Latino/Hispanic,,No,Transfer,,Social sciences,,Very confident,12-14 credits,More in-person,20-29 hours,5,5,5,4,4,5,,5,5,5,5,5,5,5,5,5,4,4,0,2,4,0,1,1,5,4,3,4.78,4.86
192,Agree,Neither agree nor disagree,Agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Neither agree nor disagree,Mental health/emotional stress,,Strongly disagree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Sometimes,Very often,Sometimes,Often,Sometimes,Extreme,11-19 hours,Family responsibilities,,26 or older,Third year or beyond,Nonbinary,,Multiracial,,No,Certificate,,Humanities,,Somewhat confident,9-11 credits,All/mostly in-person,0 hours,4,3,4,1,3,3,4,2,4,3,1,5,3,4,3,1,1,2,4,2,3,2,4,3,4,3,0,3.1,2.57
193,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Mental health/emotional stress,,Neither agree nor disagree,Strongly agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Very often,Sometimes,Often,Very often,Never,Not at all,5-10 hours,Figuring out my future,,18-19,Second year,Woman,,Latino/Hispanic,,No,Transfer,,Social sciences,,Somewhat confident,12-14 credits,All/mostly in-person,0 hours,4,4,4,3,4,4,3,3,5,5,3,5,4,4,3,3,4,4,2,3,4,0,0,2,4,4,0,3.9,3.71
194,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Strongly agree,Agree,Agree,Disagree,Other,"This should be a checkbox question, a lot of these apply",Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Very often,Sometimes,Very often,Rarely,Never,Extreme,11-19 hours,Figuring out my future,,20-21,Second year,Prefer not to say,,Latino/Hispanic,,No,Transfer,,Arts/creative fields,,Very confident,12-14 credits,More online,10-19 hours,3,4,3,3,4,2,5,4,4,2,3,3,5,5,4,2,2,4,2,4,1,0,4,3,5,4,2,3.4,3.43
195,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Motivation/discipline,,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Often,Rarely,Often,Often,Never,Slight,5-10 hours,Enjoying life,,20-21,Third year or beyond,Man,,Multiracial,,Yes,Associate degree,,Undecided,,No major chosen,12-14 credits,About equal,1-9 hours,3,4,4,4,4,4,5,4,3,4,4,5,5,4,4,2,5,3,1,3,3,0,1,2,,4,1,3.9,4.14
196,Neither agree nor disagree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Agree,Agree,Neither agree nor disagree,Disagree,Motivation/discipline,,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Often,Often,Very often,Sometimes,Never,Slight,<5 hours,Doing well in school,,22-25,Third year or beyond,Woman,,White,,Yes,Transfer,,Arts/creative fields,,Somewhat confident,9-11 credits,All/mostly in-person,0 hours,3,4,5,4,2,1,4,4,3,2,3,4,5,5,4,4,3,3,3,4,2,0,1,1,4,3,0,3.2,4.0
197,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Not prepared for college-level work,,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Sometimes,Often,Very often,Rarely,Never,Moderate,11-19 hours,Financial stability,,20-21,Second year,Woman,,Southeast Asian,,No,Transfer,,Social sciences,,Somewhat confident,12-14 credits,About equal,30+ hours,4,3,4,4,4,4,4,4,4,4,4,5,2,2,4,2,2,2,3,4,1,0,2,3,4,4,4,3.9,3.0
198,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Agree,Agree,Motivation/discipline,,Neither agree nor disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Often,Rarely,Very often,Sometimes,Never,Slight,5-10 hours,Doing well in school,,18-19,First year,Woman,,Latino/Hispanic,,Yes,Transfer,,STEM,,Somewhat confident,9-11 credits,All/mostly in-person,10-19 hours,4,4,4,4,3,4,4,2,4,4,3,4,5,4,5,4,4,3,1,4,2,0,1,2,4,3,2,3.7,4.14
199,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Motivation/discipline,,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Often,Rarely,Often,Often,Rarely,Moderate,5-10 hours,Other,my faith,20-21,Third year or beyond,Man,,Multiracial,,Yes,Transfer,,Business,,Somewhat confident,15+ credits,More in-person,1-9 hours,5,4,4,5,5,5,4,4,4,4,4,5,5,4,4,2,5,3,1,3,3,1,2,2,4,5,1,4.4,4.14
200,Neither agree nor disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Mental health/emotional stress,,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Sometimes,Very often,Rarely,Sometimes,Never,Not at all,5-10 hours,Financial stability,,22-25,Third year or beyond,Woman,,Southeast Asian,,Not sure,Transfer,,Other,Education,Somewhat confident,12-14 credits,More in-person,0 hours,3,2,4,2,3,2,4,3,3,3,3,4,4,4,4,3,4,2,4,1,2,0,0,2,4,4,0,2.9,3.71
201,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Family/caregiving responsibilities,,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Very often,Sometimes,Very often,Rarely,Never,Moderate,5-10 hours,Mental/emotional well-being,,18-19,First year,Woman,,Middle Eastern/North African,,Yes,Transfer,,Business,,Somewhat confident,9-11 credits,All/mostly in-person,0 hours,4,5,4,4,3,4,5,4,4,3,4,5,5,4,5,4,4,4,2,4,1,0,2,2,4,3,0,4.0,4.43
202,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Nothing holding me back,,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Not applicable,Very often,Sometimes,Never,Often,Never,Extreme,11-19 hours,Figuring out my future,,26 or older,Third year or beyond,Woman,,Black/African American,,No,Transfer,,Health professions,,Very confident,15+ credits,About equal,0 hours,3,5,4,3,5,5,5,4,5,5,5,4,5,4,5,5,,4,2,0,3,0,4,3,5,5,0,4.4,4.67
203,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Mental health/emotional stress,,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Strongly disagree,Disagree,Rarely,Sometimes,Sometimes,Very often,Often,Not at all,5-10 hours,Doing well in school,,26 or older,Third year or beyond,Man,,South Asian,,Yes,Associate degree,,STEM,,Very confident,9-11 credits,More in-person,0 hours,4,4,2,4,4,4,4,2,4,4,4,3,2,3,4,1,2,1,2,2,4,3,0,2,5,3,0,3.6,2.71
204,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Motivation/discipline,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,Rarely,Sometimes,Often,Sometimes,Moderate,5-10 hours,Financial stability,,18-19,First year,Man,,Southeast Asian,,Yes,Associate degree,,Business,,Unsure,12-14 credits,About equal,10-19 hours,4,4,4,4,4,5,5,4,5,3,4,4,4,4,4,4,4,2,1,2,3,2,2,2,3,4,2,4.2,4.0
205,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Motivation/discipline,,Agree,Agree,Strongly agree,Disagree,Agree,Disagree,Agree,Often,Sometimes,Often,Sometimes,Prefer not to say,Very,5-10 hours,Enjoying life,,18-19,First year,Woman,,Multiracial,,Yes,Transfer,,Social sciences,,Somewhat confident,12-14 credits,About equal,10-19 hours,4,4,3,3,4,5,5,3,3,4,4,4,5,2,4,2,4,3,2,3,2,,3,2,4,4,2,3.8,3.57
206,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Motivation/discipline,,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Sometimes,Often,Often,Rarely,Never,Moderate,11-19 hours,Figuring out my future,,18-19,First year,Woman,,Latino/Hispanic,,No,Transfer,,Humanities,,Very confident,12-14 credits,All/mostly in-person,20-29 hours,4,3,4,3,3,2,2,2,3,4,3,4,4,4,3,4,4,2,3,3,1,0,2,3,5,4,3,3.0,3.71
207,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Mental health/emotional stress,,Strongly disagree,Strongly agree,Agree,Strongly agree,Agree,Neither agree nor disagree,Disagree,Often,Very often,Sometimes,Often,Very often,Moderate,5-10 hours,Doing well in school,,17 or younger,First year,Prefer not to say,,Multiracial,,Yes,Transfer,,Other,Film and Mathematics,Very confident,9-11 credits,All/mostly in-person,0 hours,1,4,4,1,1,5,3,1,5,3,1,5,4,5,4,3,2,3,4,2,3,4,2,2,5,3,0,2.8,3.43
208,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Strongly agree,Mental health/emotional stress,,Neither agree nor disagree,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Very often,Sometimes,Sometimes,Sometimes,Never,Slight,5-10 hours,Doing well in school,,18-19,First year,Woman,,Latino/Hispanic,,No,Transfer,,Prefer not to say,,Very confident,12-14 credits,More online,20-29 hours,4,4,5,3,4,3,4,4,5,5,3,4,4,4,4,2,3,4,2,2,2,0,1,2,5,4,3,4.1,3.43
209,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Mental health/emotional stress,,Agree,Disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Sometimes,Sometimes,Sometimes,Never,Never,Moderate,20+ hours,Doing well in school,,18-19,First year,Woman,,Southeast Asian,,Yes,Transfer,,Health professions,,Somewhat confident,12-14 credits,More online,0 hours,4,4,2,3,3,2,4,3,4,3,4,2,3,1,5,3,3,2,2,2,0,0,2,4,4,4,0,3.2,3.0
210,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Work responsibilities,,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Sometimes,Sometimes,Often,Sometimes,Prefer not to say,Slight,20+ hours,Financial stability,,18-19,Second year,Woman,,Multiracial,,No,Transfer,,Social sciences,,Very confident,15+ credits,All/mostly online,20-29 hours,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,2,2,3,2,,1,4,5,5,3,4.0,3.71
211,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Motivation/discipline,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Often,Rarely,Sometimes,Often,Never,Slight,5-10 hours,Enjoying life,,Prefer not to say,Second year,Man,,Prefer not to say,,Yes,Transfer,,Prefer not to say,,Somewhat confident,12-14 credits,All/mostly online,0 hours,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,1,2,3,0,1,2,4,4,0,3.8,4.0
212,Disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,Other,mental health and motivation/discipline,Agree,Strongly disagree,Agree,Disagree,Strongly agree,Disagree,Agree,Rarely,Rarely,Very often,Often,Never,Slight,<5 hours,Figuring out my future,,18-19,Second year,Man,,,,No,Transfer,,STEM,,Unsure,15+ credits,More online,10-19 hours,2,4,1,2,1,5,4,4,3,4,4,1,4,2,5,2,4,1,1,4,3,0,1,1,3,5,2,3.0,3.14
213,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Physical health/low energy,,Disagree,Strongly agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,Sometimes,Rarely,Sometimes,Often,Never,Slight,11-19 hours,Doing well in school,,20-21,Third year or beyond,Woman,,South Asian,,Yes,Transfer,,STEM,,Somewhat confident,15+ credits,About equal,1-9 hours,3,3,4,4,4,4,4,4,5,3,2,5,5,4,4,3,4,2,1,2,3,0,1,3,4,5,1,3.8,3.86
214,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Mental health/emotional stress,,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Rarely,Sometimes,Rarely,Sometimes,Never,Slight,11-19 hours,Financial stability,,18-19,First year,Woman,,White,,Not sure,Undecided,,Undecided,,No major chosen,12-14 credits,More online,20-29 hours,2,2,3,3,3,3,3,3,3,2,2,3,3,3,2,2,3,1,2,1,2,0,1,3,,4,3,2.7,2.57
215,Strongly disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,Teaching style/quality,,Disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Agree,Very often,Rarely,Very often,Never,Never,Extreme,11-19 hours,Doing well in school,,18-19,First year,Man,,Black/African American,,Yes,Transfer,,STEM,,Very confident,15+ credits,More in-person,0 hours,1,4,4,4,5,5,3,5,1,1,2,5,5,3,5,1,4,4,1,4,0,0,4,3,5,5,0,3.3,3.57
216,Agree,Agree,Agree,Strongly disagree,Neither agree nor disagree,Agree,Strongly agree,Disagree,Neither agree nor disagree,Agree,Mental health/emotional stress,,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Often,Often,Sometimes,Sometimes,Rarely,Very,20+ hours,Doing well in school,,18-19,First year,Man,,Multiracial,,Yes,Transfer,,STEM,,Somewhat confident,15+ credits,All/mostly in-person,1-9 hours,4,4,4,1,3,4,5,2,3,4,4,4,5,5,5,4,5,3,3,2,2,1,3,4,4,5,1,3.4,4.57
217,Agree,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Work responsibilities,,Neither agree nor disagree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Sometimes,Rarely,Sometimes,Sometimes,Never,Moderate,11-19 hours,Financial stability,,26 or older,Third year or beyond,Woman,,Black/African American,,Yes,Transfer,,Social sciences,,Somewhat confident,12-14 credits,All/mostly online,30+ hours,4,4,4,3,4,5,4,3,5,4,3,4,4,5,5,2,5,2,1,2,2,0,2,3,4,4,4,4.0,4.0
218,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Mental health/emotional stress,,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Often,Rarely,Never,Often,Never,Not at all,5-10 hours,Doing well in school,,18-19,Second year,Man,,South Asian,,Yes,Transfer,,STEM,,Very confident,12-14 credits,More online,0 hours,4,4,5,5,4,4,5,4,4,5,4,4,5,5,5,5,5,3,1,0,3,0,0,2,5,4,0,4.4,4.71
219,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Motivation/discipline,,Agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Very often,Rarely,Sometimes,Very often,Never,Not at all,5-10 hours,Figuring out my future,,17 or younger,First year,Man,,South Asian,,Yes,Other,"I'm also a high school student, so my main goal is to graduate.",STEM,,Very confident,9-11 credits,More in-person,0 hours,5,4,4,4,5,5,4,4,4,4,4,5,5,4,3,4,5,4,1,2,4,0,0,2,5,3,0,4.3,4.29
220,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Motivation/discipline,,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly disagree,Sometimes,Sometimes,Very often,Rarely,Never,Not at all,5-10 hours,Doing well in school,,20-21,Third year or beyond,Woman,,Middle Eastern/North African,,Yes,Transfer,,Business,,Somewhat confident,12-14 credits,More in-person,0 hours,4,2,4,2,4,2,2,2,4,1,2,2,4,4,4,4,1,2,2,4,1,0,0,2,4,4,0,2.7,3.0
221,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Family/caregiving responsibilities,,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Often,Often,Often,Often,Never,Very,5-10 hours,Enjoying life,,18-19,First year,Woman,,Southeast Asian,,No,Transfer,,Health professions,,Somewhat confident,12-14 credits,All/mostly online,20-29 hours,4,4,3,4,4,4,4,4,3,3,3,4,4,4,3,2,2,3,3,3,3,0,3,2,4,4,3,3.7,3.14
222,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Motivation/discipline,,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Often,Rarely,Often,Very often,Never,Slight,5-10 hours,Figuring out my future,,18-19,First year,Woman,,White,,Yes,Transfer,,Business,,Somewhat confident,15+ credits,All/mostly online,0 hours,4,4,3,4,5,4,4,3,4,4,3,2,4,3,4,3,5,3,1,3,4,0,1,2,4,5,0,3.9,3.43
223,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Teaching style/quality,,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Very often,Rarely,Sometimes,Sometimes,Never,Slight,5-10 hours,Doing well in school,,18-19,First year,Woman,,Latino/Hispanic,,Yes,Transfer,,Arts/creative fields,,Very confident,15+ credits,All/mostly in-person,0 hours,5,3,5,5,5,5,5,5,5,3,5,4,5,4,5,4,5,4,1,2,2,0,1,2,5,5,0,4.6,4.57
224,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Family/caregiving responsibilities,,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Often,Rarely,Sometimes,Often,Never,,5-10 hours,Figuring out my future,,26 or older,Second year,Woman,,Multiracial,,No,Transfer,,STEM,,Very confident,9-11 credits,All/mostly in-person,0 hours,5,4,5,5,5,5,5,4,4,3,3,4,5,4,4,3,5,3,1,2,3,0,,2,5,3,0,4.5,4.0
225,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Mental health/emotional stress,,Agree,Strongly disagree,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Sometimes,Sometimes,Very often,Very often,Never,Very,<5 hours,Financial stability,,20-21,Second year,Man,,Middle Eastern/North African,,No,Transfer,,Business,,Somewhat confident,15+ credits,More online,30+ hours,3,4,4,4,5,5,5,5,4,4,4,1,4,4,3,4,5,2,2,4,4,0,3,1,4,5,4,4.3,3.57
226,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Nothing holding me back,,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Very often,Never,Sometimes,Sometimes,Never,Not at all,5-10 hours,Doing well in school,,18-19,First year,Woman,,Latino/Hispanic,,No,Transfer,,Health professions,,Very confident,12-14 credits,All/mostly in-person,0 hours,5,4,5,4,5,5,4,5,4,4,5,5,5,4,4,4,5,4,0,2,2,0,0,2,5,4,0,4.5,4.57
227,Agree,Agree,Agree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Agree,Physical health/low energy,,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Often,Sometimes,Very often,Often,Never,Moderate,5-10 hours,Doing well in school,,20-21,Second year,Man,,Pacific Islander,,Not sure,Transfer,,Business,,Somewhat confident,15+ credits,More in-person,20-29 hours,4,4,4,5,4,3,5,4,5,4,3,5,3,2,3,1,3,3,2,4,3,0,2,2,4,5,3,4.2,2.86
228,Agree,Disagree,Agree,Agree,Strongly disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Mental health/emotional stress,,Strongly disagree,Agree,Strongly agree,Strongly disagree,Disagree,Disagree,Agree,Sometimes,Sometimes,Very often,Often,Never,Extreme,11-19 hours,Doing well in school,,18-19,First year,Woman,,Multiracial,,Yes,Associate degree,,STEM,,Somewhat confident,15+ credits,More online,1-9 hours,4,2,4,4,1,3,4,4,3,2,1,4,5,1,2,2,4,2,2,4,3,0,4,3,4,5,1,3.1,2.71
229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All/mostly in-person,0 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
230,Strongly disagree,Agree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Mental health/emotional stress,,Neither agree nor disagree,Disagree,Strongly agree,Neither agree nor disagree,Agree,Disagree,Strongly agree,Often,Sometimes,Very often,Very often,Sometimes,Very,<5 hours,Figuring out my future,,18-19,First year,Man,,Latino/Hispanic,,No,Transfer,,Social sciences,,Very confident,15+ credits,All/mostly online,30+ hours,1,4,3,4,5,5,5,3,5,5,3,2,5,3,4,2,5,3,2,4,4,2,3,1,5,5,4,4.0,3.43
231,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Motivation/discipline,,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Often,Sometimes,Very often,Very often,Rarely,Slight,11-19 hours,Doing well in school,,26 or older,Third year or beyond,Man,,Southeast Asian,,Yes,Transfer,,Social sciences,,Very confident,12-14 credits,All/mostly in-person,30+ hours,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,3,2,4,4,1,1,3,5,4,4,4.1,4.29
232,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Mental health/emotional stress,,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Often,Sometimes,Very often,Very often,Never,Moderate,5-10 hours,Mental/emotional well-being,,18-19,First year,Man,,Multiracial,,Yes,Transfer,,Prefer not to say,,Very confident,15+ credits,About equal,10-19 hours,5,5,4,3,5,4,5,4,5,4,3,3,5,5,5,1,4,3,2,4,4,0,2,2,5,5,2,4.4,3.71
